id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,GÃ¶tschi T. (2023),Embase,"GÃ¶tschi T., Hodel S., KÃ¼hne N., Bachmann E., Li X., Zimmermann S.M., Snedeker J.G., Fucentese S.F.",GÃ¶tschi,Osteoconductive Scaffold Placed at the Femoral Tunnel Aperture in Hamstring Tendon ACL Reconstruction: A Randomized Controlled Trial,Osteoconductive Scaffold Placed at ,2023,10.1177/23259671231174478,Orthopaedic Journal of Sports Medicine,GÃ¶tschi2023,,,
,Weninger P. (2023),Embase,"Weninger P., Thallinger C., Chytilek M., Hanel Y., Steffel C., Karimi R., Feichtinger X.",Weninger,Extracorporeal Shockwave Therapy Improves Outcome after Primary Anterior Cruciate Ligament Reconstruction with Hamstring Tendons,Extracorporeal Shockwave Therapy Im,2023,10.3390/jcm12103350,Journal of Clinical Medicine,Weninger2023,,,
,Schoepp C. (2023),Embase,"Schoepp C., Ohmann T., Martin W., Praetorius A., Seelmann C., Dudda M., Stengel D., Hax J.",Schoepp,Brace-Free Rehabilitation after Isolated Anterior Cruciate Ligament Reconstruction with Hamstring Tendon Autograft Is Not Inferior to Brace-Based Rehabilitationâ€”A Randomised Controlled Trial,Brace-Free Rehabilitation after Iso,2023,10.3390/jcm12052074,Journal of Clinical Medicine,Schoepp2023,,,
,Bansal A. (2023),Embase,"Bansal A., Dachepalli S., Agarwal S.",Bansal,Prospective Study of Assessment of Proprioception Recovery Post Anatomical Anterior Cruciate Ligament Reconstruction with Remnant Retention,Prospective Study of Assessment of ,2023,,International Journal of Pharmaceutical and Clinical Research,Bansal2023,,,
,Zhang S. (2022),Embase,"Zhang S., Wen A., Li S., Yao W., Liu C., Lin Z., Jin Z., Chen J., Hua Y., Chen S., Li Y.",Zhang,Radial Extracorporeal Shock Wave Therapy Enhances Graft Maturation at 2-Year Follow-up After ACL Reconstruction: A Randomized Controlled Trial,Radial Extracorporeal Shock Wave Th,2022,10.1177/23259671221116340,Orthopaedic Journal of Sports Medicine,Zhang2022,,,
,Chalidis B. (2022),Embase,"Chalidis B., Pitsilos C., Kitridis D., Givissis P.",Chalidis,Graft choices for anterolateral ligament knee reconstruction surgery: Current concepts,Graft choices for anterolateral lig,2022,10.12998/wjcc.v10.i24.8463,World Journal of Clinical Cases,Chalidis2022,,,
,Bade D. (2022),Embase,"Bade D., Malayko G., Johnson L., Bradford K., Reddan T., Stockton C., Frawley K., Phillips T., Saxby D., Ware R.S., Byrnes J., Carty C.P.",Bade,Single versus double hamstring tendon graft in anterior cruciate ligament reconstruction in the paediatric patient: A single-blind randomised controlled trial study protocol,Single versus double hamstring tend,2022,10.1136/bmjopen-2021-057465,BMJ Open,Bade2022,,,
,Vijay C. (2022),Embase,"Vijay C., Santosh M.S., Avinash C., Adarsh T.",Vijay,Is Peroneus longus autograft a better alternative to the Hamstring autograft for anterior cruciate ligament reconstruction? â€“ A randomised control study,Is Peroneus longus autograft a bett,2022,10.1177/22104917221088335,"Journal of Orthopaedics, Trauma and Rehabilitation",Vijay2022,,,
,Amr A.M. (2022),Embase,"Amr A.M., Abdel-Aziz M.K., Qandeel A.E., Elkalyoby A.S.",Amr,Autologous Bone Effects On Femoral Tunnel Widening In Hamstring Acl Reconstruction,Autologous Bone Effects On Femoral ,2022,10.47750/pnr.2022.13.S09.975,Journal of Pharmaceutical Negative Results,Amr2022,,,
,van der List J.P. (2021),Embase,"van der List J.P., Vermeijden H.D., Sierevelt I.N., Rademakers M.V., Falke M.L.M., Helmerhorst G.T.T., Hoogeslag R.A.G., van der Wal W.A., van Noort A., Kerkhoffs G.M.M.J.",van,Repair versus reconstruction for proximal anterior cruciate ligament tears: a study protocol for a prospective multicenter randomized controlled trial,Repair versus reconstruction for pr,2021,10.1186/s12891-021-04280-y,BMC Musculoskeletal Disorders,van2021,,,
,Ghaderi M. (2021),Embase,"Ghaderi M., Letafatkar A., Thomas A.C., Keyhani S.",Ghaderi,Effects of a neuromuscular training program using external focus attention cues in male athletes with anterior cruciate ligament reconstruction: a randomized clinical trial,Effects of a neuromuscular training,2021,10.1186/s13102-021-00275-3,"BMC Sports Science, Medicine and Rehabilitation",Ghaderi2021,,,
,Panagopoulos A. (2021),Embase,"Panagopoulos A., Mylonas D., Kouzelis A., Zampakis P., Kraniotis P., Lakoumentas J., Gliatis J.",Panagopoulos,"No Difference in Outcomes Between Suspensory (Fixed-Loop Cortical Button) Versus Expandable Anteromedial Femoral Fixation in Anterior Cruciate Ligament Reconstruction With Autologous Hamstring Tendons: A Prospective, Randomized, Controlled Study in Male Patients",No Difference in Outcomes Between S,2021,10.1016/j.asmr.2021.05.003,"Arthroscopy, Sports Medicine, and Rehabilitation",Panagopoulos2021,,,
,Fleming B.C. (2021),Embase,"Fleming B.C., Fadale P.D., Hulstyn M.J., Shalvoy R.M., Tung G.A., Badger G.J.",Fleming,Long-term outcomes of anterior cruciate ligament reconstruction surgery: 2020 OREF clinical research award paper,Long-term outcomes of anterior cruc,2021,10.1002/jor.24794,Journal of Orthopaedic Research,Fleming2021,,,
,Behnke A.L. (2021),Embase,"Behnke A.L., Parola L.R., Karamchedu N.P., Badger G.J., Fleming B.C., Beveridge J.E.",Behnke,Neuromuscular function in anterior cruciate ligament reconstructed patients at long-term follow-up,Neuromuscular function in anterior ,2021,10.1016/j.clinbiomech.2020.105231,Clinical Biomechanics,Behnke2021,,,
,DjordjeviÄ‡ D. (2021),Embase,"DjordjeviÄ‡ D., PetroviÄ‡ M., Å½unÄiÄ‡ S.D., StojiljkoviÄ‡ P., GoluboviÄ‡ I., Kadija M., MiciÄ‡ I.",DjordjeviÄ‡,Application of two types of suspensory fixation in reconstruction of anterior cruciate ligament with a semitendinosus-gracilis graft â€“ A randomized prospective study,Application of two types of suspens,2021,10.2298/VSP200128026D,Vojnosanitetski Pregled,DjordjeviÄ‡2021,,,
,DÃ¶bele S. (2021),Embase,"DÃ¶bele S., Ziegler P., Hofmann V., Histing T., Konrads C.",DÃ¶bele,Combining ACL Reconstruction and Refixation: the Single Anteromedial Bundle Biological Augmentation and Refixation (SAMBBAR) Technique,Combining ACL Reconstruction and Re,2021,,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,DÃ¶bele2021,,,
,Lee J.-W. (2020),Embase,"Lee J.-W., Kim S.-G., Kim S.-H., Cho H.-W., Bae J.-H.",Lee,Intra-articular Administration of Tranexamic Acid Has No Effect in Reducing Intra-articular Hemarthrosis and Postoperative Pain After Primary ACL Reconstruction Using a Quadruple Hamstring Graft: A Randomized Controlled Trial,Intra-articular Administration of T,2020,10.1177/2325967120933135,Orthopaedic Journal of Sports Medicine,Lee2020,,,
,Getgood A. (2019),Embase,"Getgood A., Bryant D., Firth A., Litchfield R., Willits K., Hewison C., Kaniki N., Remtulla A., Wanlin S., Pinto R., Martindale A., O'Neill L., Jennings M., Daniluk M., Birmingham T., Boyer D., McCormack B., Zomar M., Moon K., Moon R., Fan B., Mohan B., Heard M., Buchko G., Hiemstra L., Kerslake S., Heard M., MacDonald P., Stranges G., McRae S., Gullett L.A., Brown H., Legary A., Longo A., Christian M., Ferguson C., Rezansoff A., Mohtadi N., Barber R., Chan D., Campbell C., Garven A., Pulsifer K., Mayer M., Peterson D., Simunovic N., Duong A., Islam Z., Bardana D., Howells F., Tough M., Spalding T., Thompson P., Metcalfe A., Achten J., Thomas M., Legg A., Laver L., Asplin L., Dube A., Clarkson L., Brown J., Bolsover A., Bradshaw C., Belgrove L., Millan F., Turner S., Verdugo S., Lowe J., Dunne D., McGowan K., Suddens C.-M., Verdonk P., Declerq G., Vuylsteke K., Van Haver M.",Getgood,The Stability study: A protocol for a multicenter randomized clinical trial comparing anterior cruciate ligament reconstruction with and without Lateral Extra-articular Tenodesis in individuals who are at high risk of graft failure,The Stability study: A protocol for,2019,10.1186/s12891-019-2589-x,BMC Musculoskeletal Disorders,Getgood2019,,,
,Murray M.M. (2019),Embase,"Murray M.M., Kalish L.A., Fleming B.C., Flutie B., Freiberger C., Henderson R.N., Perrone G.S., Thurber L.G., Proffen B.L., Ecklund K., Kramer D.E., Yen Y.-M., Micheli L.J.",Murray,Bridge-Enhanced Anterior Cruciate Ligament Repair: Two-Year Results of a First-in-Human Study,Bridge-Enhanced Anterior Cruciate L,2019,10.1177/2325967118824356,Orthopaedic Journal of Sports Medicine,Murray2019,,,
,LÃ³pez-Vidriero E. (2019),Embase,"LÃ³pez-Vidriero E., OlivÃ©-Vilas R., LÃ³pez-CapapÃ© D., Varela-Sende L., LÃ³pez-Vidriero R., Til-PÃ©rez L.",LÃ³pez-Vidriero,"Efficacy and Tolerability of Progen, a Nutritional Supplement Based on Innovative Plasma Proteins, in ACL Reconstruction: A Multicenter Randomized Controlled Trial",Efficacy and Tolerability of Progen,2019,10.1177/2325967119827237,Orthopaedic Journal of Sports Medicine,LÃ³pez-Vidriero2019,,,
,Manandhar R.R. (2018),Embase,"Manandhar R.R., Chandrashekhar K., Kumaraswamy V., Sahanand S., Rajan D.",Manandhar,Functional outcome of an early anterior cruciate ligament reconstruction in comparison to delayed: Are we waiting in vain?,Functional outcome of an early ante,2018,10.1016/j.jcot.2017.03.001,Journal of Clinical Orthopaedics and Trauma,Manandhar2018,,,
,Bregenhof B. (2018),Embase,"Bregenhof B., JÃ¸rgensen U., Aagaard P., Nissen N., Creaby M.W., Thorlund J.B., Jensen C., Torfing T., Holsgaard-Larsen A.",Bregenhof,The effect of targeted exercise on knee-muscle function in patients with persistent hamstring deficiency following ACL reconstruction - study protocol for a randomized controlled trial,The effect of targeted exercise on ,2018,10.1186/s13063-018-2448-3,Trials,Bregenhof2018,,,
,Zeman P. (2018),Embase,"Zeman P., Kasl J., TupÃ½ R., Frei R., Kott O., Kautzner J.",Zeman,Evaluation of the MRI findings on a tendon graft after the anatomic anterior cruciate ligament reconstruction in patients with versus without the application of platelet-rich fibrin - Results of the,Evaluation of the MRI findings on a,2018,,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,Zeman2018,,,
,Karikis I. (2017),Embase,"Karikis I., Ejerhed L., Sernert N., RostgÃ¥rd-Christensen L., Kartus J.",Karikis,Radiographic Tibial Tunnel Assessment After Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts and Biocomposite Screws: A Prospective Study With 5-Year Follow-Up,Radiographic Tibial Tunnel Assessme,2017,10.1016/j.arthro.2017.06.025,Arthroscopy - Journal of Arthroscopic and Related Surgery,Karikis2017,,,
,Khare R. (2017),Embase,"Khare R., Lal H., Vidyarthi K., Jangira V., Mittal D.",Khare,Randomised comparison of pretensioning using cyclical loading and on tendon board for arthroscopic anterior cruciate ligament reconstruction using hamstring autograft,Randomised comparison of pretension,2017,10.1016/j.jcot.2017.06.015,Journal of Clinical Orthopaedics and Trauma,Khare2017,,,
,Tu Z.S. (2016),Embase,"Tu Z.S., Liang L.X., Xing J.S.",Tu,,,2016,10.3969/j.issn.2095-4344.2016.15.009,Chinese Journal of Tissue Engineering Research,Tu2016,,,
,Wang J. (2015),Embase,"Wang J., Li Y., Yu T.-B., Zhang Q.-L.",Wang,Anterior cruciate ligament reconstruction with or without remnant preservation: A 6-month follow-up,Anterior cruciate ligament reconstr,2015,10.3969/j.issn.2095-4344.2015.29.010,Chinese Journal of Tissue Engineering Research,Wang2015,,,
,Inoue T. (2015),Embase,"Inoue T., Soejima T., Murakami H., Tabuchi K., Noguchi K., Horibe S., Tanaka Y., Shiba N.",Inoue,Anatomic oblong double bundle anterior cruciate ligament reconstruction,Anatomic oblong double bundle anter,2015,10.2739/kurumemedj.MS66002,Kurume Medical Journal,Inoue2015,,,
,Li J.-Y. (2014),Embase,"Li J.-Y., Zhao Q.-C., Shang X.-F., Deng X.-W., Gan Z.-Y.",Li,Autologous hamstring tendon for anterior cruciate ligament reconstruction: Influence of incisions in different directions for cutting the hamstring tendon on the anterior tibial skin sensitivity,Autologous hamstring tendon for ant,2014,10.3969/j.issn.2095-4344.2014.51.023,Chinese Journal of Tissue Engineering Research,Li2014,,,
,Hegde A.S. (2014),Embase,"Hegde A.S., Rai D.K., Kannampilly A.J.",Hegde,A comparison of functional outcomes after metallic and bioabsorbable interference screw fixations in arthroscopic ACL reconstructions,A comparison of functional outcomes,2014,10.7860/JCDR/2014/8834.4237,Journal of Clinical and Diagnostic Research,Hegde2014,,,
,Koken M. (2014),Embase,"Koken M., Akan B., Kaya A., Armangil M.",Koken,"Comparing the anatomic single-bundle versus the anatomic double-bundle for anterior cruciate ligament reconstruction: A prospective, randomized, single blind, clinical study",Comparing the anatomic single-bundl,2014,10.1007/s12570-013-0231-1,European Orthopaedics and Traumatology,Koken2014,,,
,Kaya D. (2014),Embase,"Kaya D., Turhan E., DÃ¶nmez G., Doral M.N.",Kaya,Do the patients really need concentrated and/or accelerated rehabilitation program after ACL surgery? A new lightened rehabilitation program: A prospective - Double blind - Randomized- controlled study,Do the patients really need concent,2014,10.1177/2325967114S00274,Orthopaedic Journal of Sports Medicine,Kaya2014,,,
,Xu C.-M. (2012),Embase,"Xu C.-M., Yang L., Hu Y.-H., Huangfu X.-Q.",Xu,Transplantation of single-bundle four-strand hamstring tendon via anteromedial approach for anterior cruciate ligament reconstruction,Transplantation of single-bundle fo,2012,10.3969/j.issn.2095-4344.2012.53.019,Chinese Journal of Tissue Engineering Research,Xu2012,,,
,Fujita N. (2011),Embase,"Fujita N., Kuroda R., Matsumoto T., Yamaguchi M., Yagi M., Matsumoto A., Kubo S., Matsushita T., Hoshino Y., Nishimoto K., Araki D., Kurosaka M.",Fujita,"Comparison of the clinical outcome of double-bundle, anteromedial single-bundle, and posterolateral single-bundle anterior cruciate ligament reconstruction using hamstring tendon graft with minimum 2-year follow-up",Comparison of the clinical outcome ,2011,10.1016/j.arthro.2011.02.015,Arthroscopy - Journal of Arthroscopic and Related Surgery,Fujita2011,,,
,Sastre S. (2009),Embase,"Sastre S., Popescu D., NÃºÃ±ez M., Pomes J., Tomas X., Peidro L.",Sastre,"Double-bundle versus single-bundle ACL reconstruction using the horizontal femoral position: A prospective, randomized study",Double-bundle versus single-bundle ,2009,10.1007/s00167-009-0844-7,"Knee Surgery, Sports Traumatology, Arthroscopy",Sastre2009,,,
,Ferretti A. (2008),Embase,"Ferretti A., VadalÃ  A., De Carli A., Argento G., Conteduca F., Severini G.",Ferretti,Minimizing Internal Rotation Strength Deficit After Use of Semitendinosus for Anterior Cruciate Ligament Reconstruction: A Modified Harvesting Technique,Minimizing Internal Rotation Streng,2008,10.1016/j.arthro.2008.02.010,Arthroscopy - Journal of Arthroscopic and Related Surgery,Ferretti2008,,,
,Qiu J. (2025),Embase,"Qiu J., Ong M.T.-Y., Choi C.-Y., Cao M., Ko V.M.-C., He X., Fu S.-C., Fong D.T.P., Yung P.S.-H.",Qiu,Five Weeks of Whole-body Vibration in Prehabilitation for Knee Function Following Anterior Cruciate Ligament Reconstruction: A Single-blinded Randomized Controlled Trial,Five Weeks of Whole-body Vibration ,2025,10.1186/s40798-025-00901-1,Sports Medicine - Open,Qiu2025,,,
,Lavender C.D. (2025),Embase,"Lavender C.D., Schaver A.L., Taylor S., Peluso R., Berdis G., Singh V., Cipriani K., Lycans D., Jasko J., Hewett T.E.",Lavender,"Anterior Cruciate Ligament Reconstruction Augmentation With Bone Marrow Aspirate Concentrate, Demineralized Bone Matrix, and Suture Tape Shows No Difference in Outcomesâ€”But Faster Functional Recoveryâ€”Versus Non-augmented Anterior Cruciate Ligament Reconstruction",Anterior Cruciate Ligament Reconstr,2025,10.1016/j.arthro.2024.06.042,Arthroscopy - Journal of Arthroscopic and Related Surgery,Lavender2025,,,
,Yue W. (2025),Embase,"Yue W., Ruilan D., Yunan Z., Wenqiang Y., Shuang R., Xi G., Yingfang A.",Yue,"The effect of exercise rehabilitation on bone mineral density, muscle strength, and physical function outcomes in ACL ruptures: A randomized controlled clinical trial",The effect of exercise rehabilitati,2025,10.1016/j.smhs.2025.03.002,Sports Medicine and Health Science,Yue2025,,,
,Ong M.T.-Y. (2024),Embase,"Ong M.T.-Y., Lu X., Choi B.C.-Y., Wan S.-W., Wang Q., Man G.C.-W., Lui P.P.-Y., Fong D.T.-P., Mok D.K.-W., Yung P.S.-H.",Ong,"Vitamin D as an intervention for improving quadriceps muscle strength in patients after anterior cruciate ligament reconstruction: study protocol for a randomized double-blinded, placebo-controlled clinical trial",Vitamin D as an intervention for im,2024,10.1186/s13063-024-08094-w,Trials,Ong2024,,,
,Lim J.Y. (2024),Embase,"Lim J.Y., Yu H.J., Kim S.H., Lee J.I., Lim J.-Y., Wang J.H., Hwang J.H.",Lim,"Effectiveness of In-Home, Augmented Realityâ€“Based Telerehabilitation After Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial","Effectiveness of In-Home, Augmented",2024,10.1177/23259671241271729,Orthopaedic Journal of Sports Medicine,Lim2024,,,
,Khan A.M. (2024),Embase,"Khan A.M., Tariq S., Kamran M., Sadiq A., Adnan H., Qazi Z.N., Khan M.",Khan,IMPACT OF NEUROMUSCULAR ELECTRICAL STIMULATION (NMES) COMBINED WITH THERAPEUTIC EXERCISE ON POSTOPERATIVE ACL REHABILITATION,IMPACT OF NEUROMUSCULAR ELECTRICAL ,2024,10.53555/yqb1tm68,Journal of Population Therapeutics and Clinical Pharmacology,Khan2024,,,
