doi,authors,first_author,title,short_title,year,journal,key
10.1177/0363546516634021,"Grunau PD, Arneja S, Leith JM.",Grunau,A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,arandomizedclinicaltrialtoassesstheclinicaleffectivenessofameasuredobjectivetensioningdeviceinhamstringanteriorcruciateligamentreconstruction,2016,Am J Sports Med,Grunau+arandomizedclinicaltrialtoassesstheclinicaleffectivenessofameasuredobjectivetensioningdeviceinhamstringanteriorcruciateligamentreconstruction+2016
10.1177/0363546515626543,"Karikis I, Desai N, Sernert N, Rostgard-Christensen L, Kartus J.",Karikis,Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up,comparisonofanatomicdoubleandsinglebundletechniquesforanteriorcruciateligamentreconstructionusinghamstringtendonautografts:aprospectiverandomizedstudywith5yearclinicalandradiographicfollowup,2016,Am J Sports Med,Karikis+comparisonofanatomicdoubleandsinglebundletechniquesforanteriorcruciateligamentreconstructionusinghamstringtendonautografts:aprospectiverandomizedstudywith5yearclinicalandradiographicfollowup+2016
10.1016/j.arthro.2015.06.029,"Mayr HO, Benecke P, Hoell A, Schmitt-Sody M, Bernstein A, Suedkamp NP, Stoehr A.",Mayr,Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction: A Comparative 2-Year Follow-up,singlebundleversusdoublebundleanteriorcruciateligamentreconstruction:acomparative2yearfollowup,2016,Arthroscopy,Mayr+singlebundleversusdoublebundleanteriorcruciateligamentreconstruction:acomparative2yearfollowup+2016
10.1007/s00167-015-3718-1,"Çelik D, Turkel N.",Çelik,The effectiveness of Pilates for partial anterior cruciate ligament injury,theeffectivenessofpilatesforpartialanteriorcruciateligamentinjury,2017,Knee Surg Sports Traumatol Arthrosc,Çelik+theeffectivenessofpilatesforpartialanteriorcruciateligamentinjury+2017
10.1177/0363546515588926,"Arama Y, Salmon LJ, Sri-Ram K, Linklater J, Roe JP, Pinczewski LA.",Arama,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up",bioabsorbableversustitaniumscrewsinanteriorcruciateligamentreconstructionusinghamstringautograft:aprospectiveblindedrandomizedcontrolledtrialwith5yearfollowup,2015,Am J Sports Med,Arama+bioabsorbableversustitaniumscrewsinanteriorcruciateligamentreconstructionusinghamstringautograft:aprospectiveblindedrandomizedcontrolledtrialwith5yearfollowup+2015
10.1016/j.knee.2015.04.015,"Lindström M, Wredmark T, Wretling ML, Henriksson M, Felländer-Tsai L.",Lindström,"Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study",postoperativebracingafteraclreconstructionhasnoeffectonkneejointeffusionaprospectiverandomizedstudy,2015,Knee,Lindström+postoperativebracingafteraclreconstructionhasnoeffectonkneejointeffusionaprospectiverandomizedstudy+2015
10.1177/0363546514567069,"Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.",Koga,Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial,effectofposterolateralbundlegraftfixationanglesonclinicaloutcomesindoublebundleanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial,2015,Am J Sports Med,Koga+effectofposterolateralbundlegraftfixationanglesonclinicaloutcomesindoublebundleanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial+2015
10.1007/s00167-014-3430-6,"Sacramento SN, Magalhães E, Christel P, Ingham S, Fukuda TY.",Sacramento,A new technique in double-bundle anterior cruciate ligament reconstruction with implant-free tibial fixation,anewtechniqueindoublebundleanteriorcruciateligamentreconstructionwithimplantfreetibialfixation,2016,Knee Surg Sports Traumatol Arthrosc,Sacramento+anewtechniqueindoublebundleanteriorcruciateligamentreconstructionwithimplantfreetibialfixation+2016
10.1007/s00402-014-2108-3,"Chen J, Gu A, Jiang H, Zhang W, Yu X.",Chen,A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: a randomized prospective study with a 5-year follow-up,acomparisonofacuteandchronicanteriorcruciateligamentreconstructionusinglarsartificialligaments:arandomizedprospectivestudywitha5yearfollowup,2015,Arch Orthop Trauma Surg,Chen+acomparisonofacuteandchronicanteriorcruciateligamentreconstructionusinglarsartificialligaments:arandomizedprospectivestudywitha5yearfollowup+2015
10.1177/0363546514554189,"Ibrahim SA, Abdul Ghafar S, Marwan Y, Mahgoub AM, Al Misfer A, Farouk H, Wagdy M, Alherran H, Khirait S.",Ibrahim,Intratunnel versus extratunnel autologous hamstring double-bundle graft for anterior cruciate ligament reconstruction: a comparison of 2 femoral fixation procedures,intratunnelversusextratunnelautologoushamstringdoublebundlegraftforanteriorcruciateligamentreconstruction:acomparisonof2femoralfixationprocedures,2015,Am J Sports Med,Ibrahim+intratunnelversusextratunnelautologoushamstringdoublebundlegraftforanteriorcruciateligamentreconstruction:acomparisonof2femoralfixationprocedures+2015
10.1016/j.arthro.2014.07.020,"Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.",Koga,Mid- to long-term results of single-bundle versus double-bundle anterior cruciate ligament reconstruction: randomized controlled trial,midtolongtermresultsofsinglebundleversusdoublebundleanteriorcruciateligamentreconstruction:randomizedcontrolledtrial,2015,Arthroscopy,Koga+midtolongtermresultsofsinglebundleversusdoublebundleanteriorcruciateligamentreconstruction:randomizedcontrolledtrial+2015
10.3944/AOTT.2014.13.0111,"Kınıklı GI, Yüksel I, Baltacı G, Atay OA.",Kınıklı,The effect of progressive eccentric and concentric training on functional performance after autogenous hamstring anterior cruciate ligament reconstruction: a randomized controlled study,theeffectofprogressiveeccentricandconcentrictrainingonfunctionalperformanceafterautogenoushamstringanteriorcruciateligamentreconstruction:arandomizedcontrolledstudy,2014,Acta Orthop Traumatol Turc,Kınıklı+theeffectofprogressiveeccentricandconcentrictrainingonfunctionalperformanceafterautogenoushamstringanteriorcruciateligamentreconstruction:arandomizedcontrolledstudy+2014
10.1016/j.arthro.2013.12.014,"Matsumoto T, Kuroda R, Matsushita T, Araki D, Hoshino Y, Nagamune K, Kurosaka M.",Matsumoto,Reduction of tunnel enlargement with use of autologous ruptured tissue in anterior cruciate ligament reconstruction: a pilot clinical trial,reductionoftunnelenlargementwithuseofautologousrupturedtissueinanteriorcruciateligamentreconstruction:apilotclinicaltrial,2014,Arthroscopy,Matsumoto+reductionoftunnelenlargementwithuseofautologousrupturedtissueinanteriorcruciateligamentreconstruction:apilotclinicaltrial+2014
10.1016/j.jss.2014.01.050,"Wang CJ, Ko JY, Chou WY, Hsu SL, Ko SF, Huang CC, Chang HW.",Wang,Shockwave therapy improves anterior cruciate ligament reconstruction,shockwavetherapyimprovesanteriorcruciateligamentreconstruction,2014,J Surg Res,Wang+shockwavetherapyimprovesanteriorcruciateligamentreconstruction+2014
10.1007/s00167-014-2890-z,"Karimi-Mobarakeh M, Mardani-Kivi M, Mortazavi A, Saheb-Ekhtiari K, Hashemi-Motlagh K.",Karimi-Mobarakeh,Role of gracilis harvesting in four-strand hamstring tendon anterior cruciate ligament reconstruction: a double-blinded prospective randomized clinical trial,roleofgracilisharvestinginfourstrandhamstringtendonanteriorcruciateligamentreconstruction:adoubleblindedprospectiverandomizedclinicaltrial,2015,Knee Surg Sports Traumatol Arthrosc,Karimi-Mobarakeh+roleofgracilisharvestinginfourstrandhamstringtendonanteriorcruciateligamentreconstruction:adoubleblindedprospectiverandomizedclinicaltrial+2015
10.1007/s00167-013-2652-3,"Gifstad T, Drogset JO, Grøntvedt T, Hortemo GS.",Gifstad,Femoral fixation of hamstring tendon grafts in ACL reconstructions: the 2-year follow-up results of a prospective randomized controlled study,femoralfixationofhamstringtendongraftsinaclreconstructions:the2yearfollowupresultsofaprospectiverandomizedcontrolledstudy,2014,Knee Surg Sports Traumatol Arthrosc,Gifstad+femoralfixationofhamstringtendongraftsinaclreconstructions:the2yearfollowupresultsofaprospectiverandomizedcontrolledstudy+2014
10.1007/s00776-013-0427-9,"Inagaki Y, Kondo E, Kitamura N, Onodera J, Yagi T, Tanaka Y, Yasuda K.",Inagaki,Prospective clinical comparisons of semitendinosus versus semitendinosus and gracilis tendon autografts for anatomic double-bundle anterior cruciate ligament reconstruction,prospectiveclinicalcomparisonsofsemitendinosusversussemitendinosusandgracilistendonautograftsforanatomicdoublebundleanteriorcruciateligamentreconstruction,2013,J Orthop Sci,Inagaki+prospectiveclinicalcomparisonsofsemitendinosusversussemitendinosusandgracilistendonautograftsforanatomicdoublebundleanteriorcruciateligamentreconstruction+2013
10.1123/jsr.22.3.191,"Christensen JC, Goldfine LR, West HS.",Christensen,The effects of early aggressive rehabilitation on outcomes after anterior cruciate ligament reconstruction using autologous hamstring tendon: a randomized clinical trial,theeffectsofearlyaggressiverehabilitationonoutcomesafteranteriorcruciateligamentreconstructionusingautologoushamstringtendon:arandomizedclinicaltrial,2013,J Sport Rehabil,Christensen+theeffectsofearlyaggressiverehabilitationonoutcomesafteranteriorcruciateligamentreconstructionusingautologoushamstringtendon:arandomizedclinicaltrial+2013
10.1177/0363546513476473,"Fu CL, Yung SH, Law KY, Leung KH, Lui PY, Siu HK, Chan KM.",Fu,The effect of early whole-body vibration therapy on neuromuscular control after anterior cruciate ligament reconstruction: a randomized controlled trial,theeffectofearlywholebodyvibrationtherapyonneuromuscularcontrolafteranteriorcruciateligamentreconstruction:arandomizedcontrolledtrial,2013,Am J Sports Med,Fu+theeffectofearlywholebodyvibrationtherapyonneuromuscularcontrolafteranteriorcruciateligamentreconstruction:arandomizedcontrolledtrial+2013
10.1177/0363546513476482,"Fukuda TY, Fingerhut D, Moreira VC, Camarini PM, Scodeller NF, Duarte A Jr, Martinelli M, Bryk FF.",Fukuda,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial,openkineticchainexercisesinarestrictedrangeofmotionafteranteriorcruciateligamentreconstruction:arandomizedcontrolledclinicaltrial,2013,Am J Sports Med,Fukuda+openkineticchainexercisesinarestrictedrangeofmotionafteranteriorcruciateligamentreconstruction:arandomizedcontrolledclinicaltrial+2013
10.1302/0301-620X.95B1.30487,"Mirzatolooei F, Alamdari MT, Khalkhali HR.",Mirzatolooei,The impact of platelet-rich plasma on the prevention of tunnel widening in anterior cruciate ligament reconstruction using quadrupled autologous hamstring tendon: a randomised clinical trial,theimpactofplateletrichplasmaonthepreventionoftunnelwideninginanteriorcruciateligamentreconstructionusingquadrupledautologoushamstringtendon:arandomisedclinicaltrial,2013,Bone Joint J,Mirzatolooei+theimpactofplateletrichplasmaonthepreventionoftunnelwideninginanteriorcruciateligamentreconstructionusingquadrupledautologoushamstringtendon:arandomisedclinicaltrial+2013
10.1016/j.arthro.2012.07.007,"Hwang DH, Shetty GM, Kim JI, Kwon JH, Song JK, Muñoz M, Lee JS, Nha KW.",Hwang,Does press-fit technique reduce tunnel volume enlargement after anterior cruciate ligament reconstruction with autologous hamstring tendons? A prospective randomized computed tomography study,doespressfittechniquereducetunnelvolumeenlargementafteranteriorcruciateligamentreconstructionwithautologoushamstringtendons?aprospectiverandomizedcomputedtomographystudy,2013,Arthroscopy,Hwang+doespressfittechniquereducetunnelvolumeenlargementafteranteriorcruciateligamentreconstructionwithautologoushamstringtendons?aprospectiverandomizedcomputedtomographystudy+2013
10.1016/j.arthro.2012.10.021,"Bourke HE, Salmon LJ, Waller A, Winalski CS, Williams HA, Linklater JM, Vasanji A, Roe JP, Pinczewski LA.",Bourke,Randomized controlled trial of osteoconductive fixation screws for anterior cruciate ligament reconstruction: a comparison of the Calaxo and Milagro screws,randomizedcontrolledtrialofosteoconductivefixationscrewsforanteriorcruciateligamentreconstruction:acomparisonofthecalaxoandmilagroscrews,2013,Arthroscopy,Bourke+randomizedcontrolledtrialofosteoconductivefixationscrewsforanteriorcruciateligamentreconstruction:acomparisonofthecalaxoandmilagroscrews+2013
10.1007/s00167-012-2341-7,"Zhang Q, Zhang S, Cao X, Liu L, Liu Y, Li R.",Zhang,The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: a prospective randomized controlled trial,theeffectofremnantpreservationontibialtunnelenlargementinaclreconstructionwithhamstringautograft:aprospectiverandomizedcontrolledtrial,2014,Knee Surg Sports Traumatol Arthrosc,Zhang+theeffectofremnantpreservationontibialtunnelenlargementinaclreconstructionwithhamstringautograft:aprospectiverandomizedcontrolledtrial+2014
10.1177/0363546512449618,"Mutsuzaki H, Kanamori A, Ikeda K, Hioki S, Kinugasa T, Sakane M.",Mutsuzaki,Effect of calcium phosphate-hybridized tendon graft in anterior cruciate ligament reconstruction: a randomized controlled trial,effectofcalciumphosphatehybridizedtendongraftinanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial,2012,Am J Sports Med,Mutsuzaki+effectofcalciumphosphatehybridizedtendongraftinanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial+2012
10.1007/s00167-012-1880-2,"Lee S, Kim H, Jang J, Seong SC, Lee MC.",Lee,Comparison of anterior and rotatory laxity using navigation between single- and double-bundle ACL reconstruction: prospective randomized trial,comparisonofanteriorandrotatorylaxityusingnavigationbetweensingleanddoublebundleaclreconstruction:prospectiverandomizedtrial,2012,Knee Surg Sports Traumatol Arthrosc,Lee+comparisonofanteriorandrotatorylaxityusingnavigationbetweensingleanddoublebundleaclreconstruction:prospectiverandomizedtrial+2012
10.1016/j.arthro.2011.02.009,"Sabat D, Kundu K, Arora S, Kumar V.",Sabat,Tunnel widening after anterior cruciate ligament reconstruction: a prospective randomized computed tomography--based study comparing 2 different femoral fixation methods for hamstring graft,tunnelwideningafteranteriorcruciateligamentreconstruction:aprospectiverandomizedcomputedtomographybasedstudycomparing2differentfemoralfixationmethodsforhamstringgraft,2011,Arthroscopy,Sabat+tunnelwideningafteranteriorcruciateligamentreconstruction:aprospectiverandomizedcomputedtomographybasedstudycomparing2differentfemoralfixationmethodsforhamstringgraft+2011
10.1111/j.1445-2197.2009.05128.x,"Price R, Stoney J, Brown G.",Price,Prospective randomized comparison of endobutton versus cross-pin femoral fixation in hamstring anterior cruciate ligament reconstruction with 2-year follow-up,prospectiverandomizedcomparisonofendobuttonversuscrosspinfemoralfixationinhamstringanteriorcruciateligamentreconstructionwith2yearfollowup,2010,ANZ J Surg,Price+prospectiverandomizedcomparisonofendobuttonversuscrosspinfemoralfixationinhamstringanteriorcruciateligamentreconstructionwith2yearfollowup+2010
10.1007/s00508-010-1340-2,"Vogrin M, Rupreht M, Crnjac A, Dinevski D, Krajnc Z, Recnik G.",Vogrin,The effect of platelet-derived growth factors on knee stability after anterior cruciate ligament reconstruction: a prospective randomized clinical study,theeffectofplateletderivedgrowthfactorsonkneestabilityafteranteriorcruciateligamentreconstruction:aprospectiverandomizedclinicalstudy,2010,Wien Klin Wochenschr,Vogrin+theeffectofplateletderivedgrowthfactorsonkneestabilityafteranteriorcruciateligamentreconstruction:aprospectiverandomizedclinicalstudy+2010
10.1177/0363546510361952,"Stener S, Ejerhed L, Sernert N, Laxdal G, Rostgård-Christensen L, Kartus J.",Stener,"A long-term, prospective, randomized study comparing biodegradable and metal interference screws in anterior cruciate ligament reconstruction surgery: radiographic results and clinical outcome",alongtermprospectiverandomizedstudycomparingbiodegradableandmetalinterferencescrewsinanteriorcruciateligamentreconstructionsurgery:radiographicresultsandclinicaloutcome,2010,Am J Sports Med,Stener+alongtermprospectiverandomizedstudycomparingbiodegradableandmetalinterferencescrewsinanteriorcruciateligamentreconstructionsurgery:radiographicresultsandclinicaloutcome+2010
