id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,title_abstract_screening,full-text_screening,reason_for_exclusion
,Vieira de Melo R.F. (2022),Embase,"Vieira de Melo R.F., Komatsu W.R., Freitas M.S., Vieira de Melo M.E., Cohen M.",Vieira de Melo R.F.,Comparison of Quadriceps and Hamstring Muscle Strength after Exercises with and without Blood Flow Restriction following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial,Comparison of Quadriceps and Hamstr,2022,10.2340/jrm.v54.2550,Journal of rehabilitation medicine,,,
,de Souza Borges J.H. (2022),Embase,"de Souza Borges J.H., Oliveira M., Junior P.L., de Souza Machado R., Lima R., Ramos L.A., Cohen M.",de Souza Borges J.H.,Is contralateral autogenous patellar tendon graft a better choice than ipsilateral for anterior cruciate ligament reconstruction in young sportsmen? A randomized controlled trial,Is contralateral autogenous patella,2022,10.1016/j.knee.2022.03.015,Knee,,,
,Hoogeslag R.A.G. (2022),Embase,"Hoogeslag R.A.G., Huis In 't Veld R., Brouwer R.W., de Graaff F., Verdonschot N.",Hoogeslag R.A.G.,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Five-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2022,10.1177/03635465221090527,The American journal of sports medicine,,,
,Oliveira M. (2022),Embase,"Oliveira M., JÃºnior P.L., Imoto A.M., Santos T., Borges J.H.S., Nunes P., Barin F.R., Damando M., Peccin M.S.",Oliveira M.,Unilateral Versus Bilateral Resistance Exercise in Postoperative Rehabilitation After ACL Reconstruction With Boneâ€“Patellar Tendonâ€“Bone Graft: A Randomized Controlled Trial,Unilateral Versus Bilateral Resista,2022,10.1177/23259671221088830,Orthopaedic Journal of Sports Medicine,,,
,Horstmann H. (2022),Embase,"Horstmann H., Petri M., Tegtbur U., Felmet G., Krettek C., Jagodzinski M.",Horstmann H.,"Quadriceps and hamstring tendon autografts in ACL reconstruction yield comparably good results in a prospective, randomized controlled trial",Quadriceps and hamstring tendon aut,2022,10.1007/s00402-021-03862-8,Archives of Orthopaedic and Trauma Surgery,,,
,Sanborn R.M. (2022),Embase,"Sanborn R.M., Badger G.J., Yen Y.-M., Murray M.M., Christino M.A., Proffen B., Sant N., Barnett S., Fleming B.C., Kramer D.E., Micheli L.J.",Sanborn R.M.,Psychological Readiness to Return to Sport at 6 Months Is Higher After Bridge-Enhanced ACL Restoration Than Autograft ACL Reconstruction: Results of a Prospective Randomized Clinical Trial,Psychological Readiness to Return t,2022,10.1177/23259671211070542,Orthopaedic Journal of Sports Medicine,,,
,Sohu D.M. (2022),Embase,"Sohu D.M., Hussain F., Jatoi Z.A., Bhatti S.H., Chandio M.S., Keerio N.H.",Sohu D.M.,Determining Early Morbidity After The Reconstruction Of Anterior Cruciate Ligament: Hamstring Tendon Vs Patellar Tendon Autograft,Determining Early Morbidity After T,2022,10.47750/pnr.2022.13.S09.1056,Journal of Pharmaceutical Negative Results,,,
,Sole G. (2021),Embase,"Sole G., Lamb P., Pataky T., Klima S., Navarre P., Hammer N.",Sole G.,Immediate and 6-week effects of wearing a knee sleeve following anterior cruciate ligament reconstruction: a cross-over laboratory and randomised clinical trial,Immediate and 6-week effects of wea,2021,10.1186/s12891-021-04540-x,BMC Musculoskeletal Disorders,,,
,Ogrodzka-Ciechanowicz K. (2021),Embase,"Ogrodzka-Ciechanowicz K., GÅ‚Ä…b G., Åšlusarski J., GÄ…dek A.",Ogrodzka-Ciechanowicz K.,Quadriceps muscle strength recovery with the use of high tone power therapy after anterior cruciate ligament reconstruction: a randomized controlled trial,Quadriceps muscle strength recovery,2021,10.1186/s12891-021-04862-w,BMC Musculoskeletal Disorders,,,
,Minshull C. (2021),Embase,"Minshull C., Gallacher P., Roberts S., Barnett A., Kuiper J.H., Bailey A.",Minshull C.,Contralateral strength training attenuates muscle performance loss following anterior cruciate ligament (ACL) reconstruction: a randomised-controlled trial,Contralateral strength training att,2021,10.1007/s00421-021-04812-3,European journal of applied physiology,,,
,Irrgang J.J. (2021),Embase,"Irrgang J.J., Tashman S., Patterson C.G., Musahl V., West R., Oostdyk A., Galvin B., Poploski K., Fu F.H.",Irrgang J.J.,Anatomic single vs. double-bundle ACL reconstruction: a randomized clinical trial-Part 1: clinical outcomes,Anatomic single vs. double-bundle A,2021,10.1007/s00167-021-06585-w,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,BariÃ© A. (2020),Embase,"BariÃ© A., Sprinckstub T., Huber J., Jaber A.",BariÃ© A.,"Quadriceps tendon vs. patellar tendon autograft for ACL reconstruction using a hardware-free press-fit fixation technique: comparable stability, function and return-to-sport level but less donor site morbidity in athletes after 10Â years",Quadriceps tendon vs. patellar tend,2020,10.1007/s00402-020-03508-1,Archives of Orthopaedic and Trauma Surgery,,,
,Vidmar M.F. (2020),Embase,"Vidmar M.F., Baroni B.M., Michelin A.F., Mezzomo M., Lugokenski R., Pimentel G.L., Silva M.F.",Vidmar M.F.,Isokinetic eccentric training is more effective than constant load eccentric training for quadriceps rehabilitation following anterior cruciate ligament reconstruction: a randomized controlled trial,Isokinetic eccentric training is mo,2020,10.1016/j.bjpt.2019.07.003,Brazilian journal of physical therapy,,,
,Roger J. (2020),Embase,"Roger J., Bertani A., Vigouroux F., Mottier F., Gaillard R., Have L., RongiÃ¨ras F.",Roger J.,ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2Â years,ACL reconstruction using a quadrupl,2020,10.1007/s00167-020-06121-2,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Sinding K.S. (2020),Embase,"Sinding K.S., Nielsen T.G., Hvid L.G., Lind M., Dalgas U.",Sinding K.S.,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial,Effects of Autograft Types on Muscl,2020,10.1007/s40279-020-01276-x,"Sports medicine (Auckland, N.Z.)",,,
,Zhang X. (2020),Embase,"Zhang X., Huang H., Yu Y., Yang J., Liang Z., Chang C.",Zhang X.,Impact of whey protein isolate and eccentric training on quadriceps mass and strength in patients with anterior cruciate ligament rupture: A randomized controlled trial,Impact of whey protein isolate and ,2020,10.2340/16501977-2664,Journal of rehabilitation medicine,,,
,Lind M. (2020),Embase,"Lind M., Nielsen T.G., Soerensen O.G., Mygind-Klavsen B., FaunÃ¸ P.",Lind M.,Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial,Quadriceps tendon grafts does not c,2020,10.1136/bjsports-2019-101000,British journal of sports medicine,,,
,Vilchez-Cavazos F. (2020),Embase,"Vilchez-Cavazos F., DÃ¡vila-MartÃ­nez A., Garza-Castro S.D.L., Simental-MendiÃ¡ M., Garay-Mendoza D., Tamez-Mata Y., PenÃ£-MartÃ­nez V., Acosta-Olivo C.",Vilchez-Cavazos F.,Anterior cruciate ligament injuries treated with quadriceps tendon autograft versus hamstring autograft: A randomized controlled trial,Anterior cruciate ligament injuries,2020,10.24875/CIRU.19001001,Cirugia y Cirujanos (English Edition),,,
,Liu H. (2019),Embase,"Liu H., Lu W., Liang D., Geng H., Zhu W., Ouyang K., Li H., Peng L., Feng W., Zhong M., Chen K., Li Y., Deng Z., Wang D.",Liu H.,Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction,Effect of isokinetic training of th,2019,10.7507/1002-1892.201902059,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,,,
,Bailey L. (2019),Embase,"Bailey L., Griffin J., Elliott M., Wu J., Papavasiliou T., Harner C., Lowe W.",Bailey L.,Adductor Canal Nerve Versus Femoral Nerve Blockade for Pain Control and Quadriceps Function Following Anterior Cruciate Ligament Reconstruction With Patellar Tendon Autograft: A Prospective Randomized Trial,Adductor Canal Nerve Versus Femoral,2019,10.1016/j.arthro.2018.10.149,Arthroscopy - Journal of Arthroscopic and Related Surgery,,,
,Hoogeslag R.A.G. (2019),Embase,"Hoogeslag R.A.G., Brouwer R.W., Boer B.C., de Vries A.J., Huis In 't Veld R.",Hoogeslag R.A.G.,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2019,10.1177/0363546519825878,The American journal of sports medicine,,,
,Harput G. (2019),Embase,"Harput G., Ulusoy B., Yildiz T.I., Demirci S., Eraslan L., Turhan E., Tunay V.B.",Harput G.,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,Cross-education improves quadriceps,2019,10.1007/s00167-018-5040-1,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Martin-Alguacil J.L. (2018),Embase,"Martin-Alguacil J.L., Arroyo-Morales M., MartÃ­n-Gomez J.L., Monje-Cabrera I.M., AbellÃ¡n-GuillÃ©n J.F., Esparza-Ros F., Lozano M.L., Cantarero-Villanueva I.",Martin-Alguacil J.L.,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,Strength recovery after anterior cr,2018,10.1016/j.knee.2018.03.011,Knee,,,
,Bregenhof B. (2018),Embase,"Bregenhof B., JÃ¸rgensen U., Aagaard P., Nissen N., Creaby M.W., Thorlund J.B., Jensen C., Torfing T., Holsgaard-Larsen A.",Bregenhof B.,The effect of targeted exercise on knee-muscle function in patients with persistent hamstring deficiency following ACL reconstruction - study protocol for a randomized controlled trial,The effect of targeted exercise on ,2018,10.1186/s13063-018-2448-3,Trials,,,
,Beyaz S. (2017),Embase,"Beyaz S., GÃ¼ler Ãœ.Ã–., Demir Åž., YÃ¼ksel S., Ã‡Ä±nar B.M., Ã–zkoÃ§ G., AkpÄ±nar S.",Beyaz S.,Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,Tunnel widening after single- versu,2017,10.1007/s00402-017-2774-z,Archives of Orthopaedic and Trauma Surgery,,,
,Arundale A.J.H. (2017),Embase,"Arundale A.J.H., Cummer K., Capin J.J., Zarzycki R., Snyder-Mackler L.",Arundale A.J.H.,Report of the Clinical and Functional Primary Outcomes in Men of the ACL-SPORTS Trial: Similar Outcomes in Men Receiving Secondary Prevention With and Without Perturbation Training 1 and 2 Years After ACL Reconstruction,Report of the Clinical and Function,2017,10.1007/s11999-017-5280-2,Clinical Orthopaedics and Related Research,,,
,Ã‡elik D. (2017),Embase,"Ã‡elik D., Turkel N.",Ã‡elik D.,The effectiveness of Pilates for partial anterior cruciate ligament injury,The effectiveness of Pilates for pa,2017,10.1007/s00167-015-3718-1,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Chmielewski T.L. (2016),Embase,"Chmielewski T.L., George S.Z., Tillman S.M., Moser M.W., Lentz T.A., Indelicato P.A., Trumble T.N., Shuster J.J., Cicuttini F.M., Leeuwenburgh C.",Chmielewski T.L.,Low- Versus High-Intensity Plyometric Exercise During Rehabilitation After Anterior Cruciate Ligament Reconstruction,Low- Versus High-Intensity Plyometr,2016,10.1177/0363546515620583,The American journal of sports medicine,,,
,Chen J. (2015),Embase,"Chen J., Gu A., Jiang H., Zhang W., Yu X.",Chen J.,A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: A randomized prospective study with a 5-year follow-up,A comparison of acute and chronic a,2015,10.1007/s00402-014-2108-3,Archives of Orthopaedic and Trauma Surgery,,,
,Lund B. (2014),Embase,"Lund B., Nielsen T., FaunÃ¸ P., Christiansen S.E., Lind M.",Lund B.,Is quadriceps tendon a better graft choice than patellar tendon? A prospective randomized study,Is quadriceps tendon a better graft,2014,10.1016/j.arthro.2014.01.012,Arthroscopy - Journal of Arthroscopic and Related Surgery,,,
,Kaya D. (2014),Embase,"Kaya D., Turhan E., DÃ¶nmez G., Doral M.N.",Kaya D.,Do the patients really need concentrated and/or accelerated rehabilitation program after ACL surgery? A new lightened rehabilitation program: A prospective - Double blind - Randomized- controlled study,Do the patients really need concent,2014,10.1177/2325967114S00274,Orthopaedic Journal of Sports Medicine,,,
,Fukuda T.Y. (2013),Embase,"Fukuda T.Y., Fingerhut D., Moreira V.C., Camarini P.M., Scodeller N.F., Duarte A., Martinelli M., Bryk F.F.",Fukuda T.Y.,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial,Open kinetic chain exercises in a r,2013,10.1177/0363546513476482,The American journal of sports medicine,,,
,Wipfler B. (2011),Embase,"Wipfler B., Donner S., Zechmann C.M., Springer J., Siebold R., Paessler H.H.",Wipfler B.,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: A prospective comparative study with 9-year follow-up,Anterior cruciate ligament reconstr,2011,10.1016/j.arthro.2011.01.015,Arthroscopy - Journal of Arthroscopic and Related Surgery,,,
,Tagesson S. (2010),Embase,"Tagesson S., Ã–berg B., Kvist J.",Tagesson S.,Tibial translation and muscle activation during rehabilitation exercises 5 weeks after anterior cruciate ligament reconstruction,Tibial translation and muscle activ,2010,10.1111/j.1600-0838.2009.00903.x,Scandinavian Journal of Medicine and Science in Sports,,,
,Tagesson S. (2008),Embase,"Tagesson S., Ã–berg B., Good L., Kvist J.",Tagesson S.,A comprehensive rehabilitation program with quadriceps strengthening in closed versus open kinetic chain exercise in patients with anterior cruciate ligament deficiency: A randomized clinical trial evaluating dynamic tibial translation and muscle function,A comprehensive rehabilitation prog,2008,10.1177/0363546507307867,American Journal of Sports Medicine,,,
,Heijne A. (2007),Embase,"Heijne A., Werner S.",Heijne A.,Early versus late start of open kinetic chain quadriceps exercises after ACL reconstruction with patellar tendon or hamstring grafts: A prospective randomized outcome study,Early versus late start of open kin,2007,10.1007/s00167-006-0246-z,"Knee Surgery, Sports Traumatology, Arthroscopy",,,
,Meighan A.A.S. (2003),Embase,"Meighan A.A.S., Keating J.F., Will E.",Meighan A.A.S.,Outcome after reconstruction of the anterior cruciate ligament in athletic patients,Outcome after reconstruction of the,2003,10.1302/0301-620X.85B4.13743,Journal of Bone and Joint Surgery - Series B,,,
,Arciero R.A. (1996),Embase,"Arciero R.A., Scoville C.R., Hayda R.A., Snyder R.J.",Arciero R.A.,"The effect of tourniquet use in anterior cruciate ligament reconstruction: A prospective, randomized study",The effect of tourniquet use in ant,1996,10.1177/036354659602400610,American Journal of Sports Medicine,,,
,Tovin B.J. (1994),Embase,"Tovin B.J., Wolf S.L., Greenfield B.H., Crouse J., Woodfin B.A.",Tovin B.J.,Comparison of the effects of exercise in water and on land on the rehabilitation of patients with intra-articular anterior cruciate ligament reconstructions,Comparison of the effects of exerci,1994,10.1093/ptj/74.8.710,Physical Therapy,,,
,Butt U. (2025),Embase,"Butt U., Vuletic F., Shaikh M.A.A., Amanullah, Rehman G.U., Shah I.A., StÃ¥lman A., Khan Z.A.",Butt U.,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial,5-years outcomes following arthrosc,2025,10.1007/s00402-024-05639-1,Archives of Orthopaedic and Trauma Surgery,,,
